Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOSat,Cond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_Temp,Flag_DO,Flag_DOSat,Flag_Cond,Flag_PAR,Flag_ORP,Flag_pH,Notes 
BVR,50,10/1/20 10:32,4,17.9,8.23,87.2,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:33,5,17.9,8.31,88.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:34,6,16,0.56,5.7,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:51,7,13.3,0.5,4.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:52,8,11.6,0.5,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:54,9,10.6,0.5,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:56,10,10.3,0.51,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:57,11,10.1,0.5,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:39,5.4,17.1,4.17,43.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:39,5.5,17,3.14,32.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:45,5.6,16.8,2.67,27.7,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:47,5.7,16.6,1.73,17.9,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 12:57,0.1,18.3,10.28,107.7,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 12:58,1.6,16.6,9.6,97.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 12:59,3.8,16.3,7.18,70.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 13:00,5,14.9,0.76,7,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 13:01,6.2,12.7,2.45,20.3,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 13:02,8,12.4,2.66,24.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/6/20 13:03,9,12.3,2.62,24.4,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:18,0.1,17.9,11.77,122.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:19,1,17.7,12.01,125.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:19,2,17.2,10.4,105.4,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:21,3,16.4,7.63,76.9,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:21,4,15.9,4.28,42.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:21,5,14.9,0.85,8.3,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:22,6,13.4,2.58,24.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:23,7,12.7,2.89,27.3,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:24,8,12.6,2.95,27.9,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:25,9,12.6,2.96,27.7,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:26,4,15.3,3.55,35,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:27,4.1,15.3,2.92,29.4,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:27,4.2,15.3,2.17,23.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/13/20 11:28,4.3,15.3,1.68,16.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:35,0.1,17.6,8.58,90,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:36,1,17.1,8.49,88,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:37,2,17,8.43,87.2,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:38,3,17,8.44,87.3,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:39,4,17,8.42,87.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:40,5,16.9,8.18,84.5,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:41,6,15.7,0.74,7.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:48,7,14.4,0.6,5.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:48,8,11.9,0.55,5.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:49,9,10.9,0.56,5,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:50,10,10.7,0.54,4.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:51,11,10.5,0.55,5,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:46,5.8,16,2.15,21.9,,,,,0,0,0,1,1,1,1,
BVR,50,10/14/20 10:45,5.9,15.9,1.32,13.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:32,0.1,17.4,9.56,98.2,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:32,1,17,9.72,100.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:33,2,16.7,9.66,99.7,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:34,3,16.3,8.94,91.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:34,4,15.6,6.76,67.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:35,5,15.3,6.47,64.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:36,6,15,4.72,47.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:36,7,14.2,0.8,7.5,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:37,8,12.2,0.61,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:38,9,11,0.59,5.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:39,10,10.7,0.56,5.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:40,11,10.6,0.55,4.9,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:42,6,14.7,4.13,40.5,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:44,6.1,14.7,4.02,39.7,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:45,6.2,14.7,3.23,31.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:46,6.3,14.7,2.68,26.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/26/20 12:48,6.4,14.5,1.03,10.2,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:53,0.1,17.3,10.99,112.9,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:54,1,16.7,11.07,113,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:54,2,16,5.6,56.5,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:56,3,14.9,4.18,40.7,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:57,4,14.6,3.39,32.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:58,5,13.9,1.05,10.3,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 12:58,6,13.3,2.93,28.1,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:01,7,12.9,3.41,32,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:02,8,12.9,3.48,32.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:03,9,12.9,3.49,32.8,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:04,10,12.9,3.44,32.5,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:08,4,14.1,2.46,23.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:08,4.1,14.2,2.72,26.2,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:10,4.2,14.3,2.76,26.9,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:11,4.3,14.2,2.38,22.7,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:11,4.4,14.2,2.25,21.6,,,,,0,0,0,1,1,1,1,
FCR,50,10/28/20 13:12,4.5,14.1,1.97,18.6,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:06,0.1,12.7,6.57,60.6,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:08,1.6,12.9,6.15,57.5,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:09,3.8,12.9,6.37,59.6,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:10,5,12.9,6.49,60.5,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:12,6.2,12.9,6.55,61.7,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:13,8,12.8,6.55,61,,,,,0,0,0,1,1,1,1,
FCR,50,11/2/20 11:14,9,12.8,6.56,61.3,,,,,0,0,0,1,1,1,1,
FCR,200,11/2/20 12:40,0.1,9.1,10.16,87.7,,,,,0,0,0,1,1,1,1,Depth not recorded
FCR,100,11/2/20 13:20,0.1,8.4,11.4,96.8,,,,,0,0,0,1,1,1,1,Depth not recorded
FCR,100,11/9/20 13:19,0.1,15.2,9.38,91.8,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:12,0.1,14.8,10.14,99.7,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:13,1,13.3,9.71,91.6,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:15,2,12.2,8.39,78.1,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:16,3,12,8.15,75.3,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:17,4,11.9,7.82,71.5,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:18,5,11.8,7.66,70.4,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:19,6,11.8,7.5,68.7,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:20,7,11.7,7.05,64.5,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:21,8,11.5,6.63,60.8,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:21,9,11.5,6.22,56.8,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:22,10,11.3,5.37,48.7,,,,,0,0,0,1,1,1,1,
BVR,50,11/10/20 10:23,11,11.2,4.06,36.2,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:09,0.1,15.5,13.43,130.1,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:10,1,13.6,13.86,133.6,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:10,2,12.7,11.84,109.1,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:12,3,12,8.32,76.4,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:13,4,11.8,7.34,67.3,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:14,5,11.8,7.26,66.4,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:15,6,11.7,7.26,66.4,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:16,7,11.7,7.19,65.6,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:16,8,11.7,7.1,64.8,,,,,0,0,0,1,1,1,1,
FCR,50,11/10/20 13:17,9,11.7,7.1,64.9,,,,,0,0,0,1,1,1,1,
FCR,50,7/8/20 15:10,5,12.1,0.81,7.5,,,,,0,0,0,1,1,1,1,
FCR,50,7/8/20 15:11,7,10.5,1.28,11.4,,,,,0,0,0,1,1,1,1,
FCR,50,7/8/20 15:14,7.5,10.2,1.22,10.9,,,,,0,0,0,1,1,1,1,
FCR,50,7/8/20 15:15,8,10.2,1.2,10.7,,,,,0,0,0,1,1,1,1,
FCR,50,7/8/20 15:15,9,10.1,1.18,10.5,,,,,0,0,0,1,1,1,1,
FCR,50,8/6/20 10:03,7,11.9,1.71,15.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/6/20 10:05,9,11.5,1.56,14.3,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:27,0.1,26.5,7.66,96.2,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:29,1,26.3,7.71,96.2,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:30,2,26.3,7.54,93.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:31,3,24.9,6.63,79.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:32,4,22.8,4.15,47,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:36,5,17.1,0.54,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:37,6,14.5,0.49,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:38,7,13.2,0.49,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:39,8,12,0.5,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:40,9,10.8,0.51,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:41,10,10.1,0.51,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/6/20 11:42,9.7,0.52,4.5,,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:00,0.1,28,8.88,113.1,,,,,0,0,0,1,1,1,1,No time recorded
BVR,50,8/12/20 11:56,1,27.7,8.75,111,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:00,2,27.1,9.3,117,,,,,0,0,0,1,1,1,1,No time recorded
BVR,50,8/12/20 11:57,3,27.1,9.22,116,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:00,3.9,23.1,2.82,32.8,,,,,0,0,0,1,1,1,1,No time recorded
BVR,50,8/12/20 12:00,4,22.6,1.54,17.3,,,,,0,0,0,1,1,1,1,No time recorded
BVR,50,8/12/20 12:00,5,17.2,0.64,6.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:02,6,14.6,0.6,5.9,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:03,7,12.9,0.6,5.8,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:04,8,11.6,0.6,5.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:04,9,10.5,0.61,5.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:06,10,9.9,0.62,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:06,11,9.7,0.6,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:07,12,9.6,0.61,5.3,,,,,0,0,0,1,1,1,1,
BVR,50,8/12/20 12:08,13,9.6,0.61,5.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:21,0.1,21.7,10.61,121.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:23,1.6,21.2,4.53,50.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:24,2,20.6,2.45,26.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:25,2.1,20.4,0.93,10.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:27,3.8,14.5,0.59,5.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:28,5,12.6,1.96,18.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:29,6.2,12.2,2.36,21.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:30,8,12,0.99,9,,,,,0,0,0,1,1,1,1,
FCR,50,9/16/20 15:31,9,11.9,0.63,5.7,,,,,0,0,0,1,1,1,1,
